CustomerID,Age,Gender,Tenure,MonthlyCharges,ContractType,InternetService,TotalCharges,TechSupport,Churn
a43231c2216f23db8d65bbd57e0ce6573654f9a102365cd4b345723f1437ab2b,43,Male,4,85.36,Month-to-Month,,341.44,No,Yes
b3dfdc6efe322a6feccb0d081e88ffac20b0f28e8495efa76188c8dc3ada6181,49,Male,21,111.95,One-Year,Fiber Optic,2350.9500000000003,Yes,Yes
4e47eb5525df25f94da777993dafa41d9ab2bfa80a89e28f76d42cd46ab082e7,51,Female,12,75.89,One-Year,DSL,910.68,Yes,No
600b4cdf20cc06a7b5a5cca5f7464296861815519af6d8a14604201b13965ab8,40,Female,42,75.11,One-Year,DSL,3154.62,Yes,No
0788979fc9366e21cd56311511b897a222cf91711481bcd7dc837eac2172d087,47,Female,4,34.52,Month-to-Month,,138.08,No,Yes
8e6aee9efac8086ebac545d45c63e0d0dfcddd0d77d53e45c04d05cafdd2a8a8,45,Female,22,33.14,Two-Year,Fiber Optic,729.08,No,Yes
5f193b350c8aba4883dedf97367ef3080821470661d0a2e1faf420a300cb5ca8,45,Female,18,79.6,Two-Year,Fiber Optic,1432.8,No,Yes
f1607c19a0f910ca1b8dce18843bc34e46a533c87e3524ea75798949f7a352d5,37,Female,6,69.44,One-Year,,416.64,No,Yes
9b15fed64ef16980f625aeed46ab4cd2c498690551d3a2d1e5254d551d7d6ddf,45,Male,2,105.53,Month-to-Month,,211.06,No,Yes
62f77e7d6197863ac98d9e0cfa76bea0c8e05379ed5281afbe72f7fc206fe37b,49,Female,21,44.46,Two-Year,,933.66,No,Yes
e52d08747b9d7a6d04551bb86ee3f7ee6c49f7477c8cd66f77448378cc30b92b,59,Male,26,32.25,One-Year,DSL,838.5,Yes,No
01299ac65733b5a3d774265fbfe8396b8611e5e3321855dbc541cd301e71fe5e,54,Female,7,70.41,One-Year,,492.87,No,Yes
de5872c6bb4494cebd250152ce148cd6231654e4469229f2f993984b3950b422,66,Male,20,51.37,Month-to-Month,,1027.4,No,Yes
12e2c8df501501b2bb531e941a737ffa7a2a491e849c5c5841e3b6132291bc35,37,Female,10,34.47,Two-Year,DSL,344.7,No,Yes
2c4cf657337835125bc4258d0e2e546af4185bdb70f64e1b0aa46d1d78017404,53,Female,24,95.21,One-Year,Fiber Optic,2285.04,Yes,No
21ef779311a43f0e067d0f4f600bb5451a8a7e093662086a1fe6a75d27d7892a,46,Female,4,40.04,Month-to-Month,Fiber Optic,160.16,Yes,Yes
64c212df34c66e6fe9fccbfebc8899c10584cfa1669c42a175d65db073b13bc0,66,Female,44,84.75,Month-to-Month,,3729.0,No,Yes
2af4dd48399a5cf64c23fc7933e11aaf6171d80001b4b1377498ae6056b1acbf,36,Male,6,55.29,Two-Year,DSL,331.74,No,Yes
392a52e4f77c40bf3321dc2feac356fac2a906a80c961748170af4ce2bce1e6a,36,Male,9,45.61,Month-to-Month,Fiber Optic,410.49,Yes,Yes
f65ccfbfec288565c1d414275985547799fde0ed286c85a50bd0ec5faa01d1ac,39,Male,1,64.18,Two-Year,DSL,64.18,Yes,Yes
48b361d46638bfa4eee090c158a750a69c7beec3a62e703e2801125551b1b157,23,Male,2,102.13,One-Year,,204.26,No,Yes
37b73510175057c633ebe4beb0a34917fa2a0696432db43a4eeb2c3ff83a4c3b,39,Female,14,65.29,One-Year,DSL,914.06,Yes,No
131b0c35e2d7edef9dd63f48eff39341ef0a5f770538aa4e0017f41b9cdb135d,37,Male,6,97.57,Month-to-Month,DSL,585.42,Yes,Yes
15a26c6fa5151c712acc7ee45a1fd525ab85b801f096847c7d5fdf49efeabb4d,46,Female,36,41.29,Month-to-Month,Fiber Optic,1486.44,Yes,Yes
25dac95b8f595046bc435139636b0e2f1ff6e0ea31a54f3c19e7e726fb98738b,48,Female,0,99.55,Two-Year,,0.0,No,Yes
ab5e292db6495899871d889aaab28308f7da8dfc3693a477ee73de9ad894ce44,63,Female,9,51.32,Month-to-Month,DSL,461.88,Yes,Yes
b98880883fd8d975260f1807fa46a5156fcc4cc82bf6d657a417d8bb4e42cd55,54,Male,8,90.97,One-Year,DSL,727.76,Yes,Yes
48a1a756f2d83f1dc57bbf14052b70a6f40d0fceed6662812e34903a9fe90924,39,Female,0,80.92,Month-to-Month,,0.0,No,Yes
a934c244755c66aebb0d6f9f5687038ffae8f00b00b28b4e17521016393f38b9,36,Female,2,113.62,Month-to-Month,Fiber Optic,227.24,Yes,Yes
6ea2fdb3399f4d2e806beb01e9a3371bd622bed6a409acf3151818d738c370ec,49,Female,10,64.86,Month-to-Month,,648.6,No,Yes
99a0b871c9047c4f5555fcf062e0623174bae38746fece6efdf032d80fb2221a,31,Female,13,35.95,One-Year,DSL,467.35,Yes,No
04d19fde0a08b17aca69491e714bea43565384d12a63626e08477662cc03780e,63,Female,10,31.72,Two-Year,Fiber Optic,317.2,Yes,Yes
a3af7b3808c4cf72478d05c9bab9c0d47e31c1d2cb3a29e7481669f7ea278c4e,56,Male,15,104.42,Month-to-Month,DSL,1566.3,No,Yes
3c1b7053f0edd447b778edbc0ad8359b0fa892d69857d9bd5e6b19007bb3f01e,40,Female,18,77.23,Month-to-Month,DSL,1390.14,Yes,Yes
1d2028ddcd746a7ee87dd0739d7435602b77d4908f96e27ebdad57b09aa27b69,27,Male,0,99.77,Month-to-Month,Fiber Optic,0.0,Yes,Yes
188c1fdca79d927f6e812133173fc41d3a4e57074de521020274caa9bb29af7d,58,Male,12,51.1,One-Year,Fiber Optic,613.2,No,Yes
0f78540965a86402578f8188c826c1cb6c7ddcb608ae3a3201e532c7cacb6ce3,43,Male,66,61.06,Month-to-Month,,4029.96,No,Yes
26d228663f13a88592a12d16cf9587caab0388b262d6d9f126ed62f9333aca94,57,Male,14,32.71,Two-Year,Fiber Optic,457.94,No,Yes
dcaadad1cfce437735b81ab025f776e5857e48558c47f6960e6a5f2595664a85,29,Male,22,116.53,One-Year,Fiber Optic,2563.66,Yes,Yes
b7c7470e59e2a2df1bfd0a4705488ee6fe0c5c125de15cccdfab0e00d6c03dc0,39,Male,7,90.11,One-Year,Fiber Optic,630.77,Yes,Yes
d26eae87829adde551bf4b852f9da6b8c3c2db9b65b8b68870632a2db5f53e00,45,Female,29,113.99,Month-to-Month,,3305.71,No,Yes
6b3c238ebcf1f3c07cf0e556faa82c6b8fe96840ff4b6b7e9962a2d855843a0b,45,Female,29,53.89,Two-Year,DSL,1562.81,Yes,No
a73b320dc0d3a57c03f897eb28ca91e623c5ee635db59476ba3178c90b94019f,40,Female,14,85.03,Month-to-Month,DSL,1190.42,Yes,Yes
f64f410744d9470ffe2d6b9ee6f042cdffcc42a745d2568146e8782ea828ff48,51,Male,74,91.06,Month-to-Month,Fiber Optic,6738.4400000000005,No,Yes
a5abb1500bdeaef41e2edd598c015edfaa46793051b82d7da60a70efbf786da4,34,Male,2,58.58,One-Year,Fiber Optic,117.16,Yes,Yes
e6f47e008cc58b38596e6fdf2f50a0fea93fd10543e652522aeab3aa71355719,43,Female,0,106.33,One-Year,DSL,0.0,Yes,Yes
480f5a496560ae4228bb7977ecf29b2c589d7a7aa6b609534566af8cbc229a9e,46,Male,29,115.24,Month-to-Month,,3341.96,No,Yes
612111a352a571cbed3927ec6f74948849bcc9fe8489bf4f0d6235afdc0a4ad7,50,Male,32,109.64,Month-to-Month,DSL,3508.48,No,Yes
52f14fc33ef45dd80ac2626077948f44d8d211d5f24bf9db333c9403968e634a,52,Female,2,96.52,One-Year,,193.04,No,Yes
fabf5b7fedb3e62a81c9298b19706249ee128011bf9d94867681020c16f8b741,33,Male,6,54.97,Month-to-Month,DSL,329.82,Yes,Yes
1c49f22f6de9bd15e5e566fa8983be4cfa4709abf0f95edf96dcd3d6249c2649,29,Female,0,55.35,Two-Year,Fiber Optic,0.0,Yes,Yes
8111eb1556229541d7d2720a51203037e78ee57fb2e407e0da4a805473dab7af,57,Female,6,116.7,One-Year,,700.2,No,Yes
fc72c98a6c2916c1bbf9f39fce094f5785bb6f1d656971520b660b2e8a760fe3,48,Male,29,30.93,Month-to-Month,DSL,896.97,Yes,Yes
67e0bdb7b6c549d4fa834d0f6848ce6a3a12e07de9cea949ad41932bd5881bc4,37,Male,14,94.44,Month-to-Month,,1322.16,No,Yes
afcf8bc077e68eb94dfe783205f32cabdeead61fd32ff5710947b6111ff2ff77,60,Female,8,93.56,Month-to-Month,Fiber Optic,748.48,No,Yes
4c8d5b6c695d265fb63dd73f275a21043a5887b37cb4fea0552ecc7b417c8f88,46,Male,9,86.04,One-Year,,774.36,No,Yes
cc6aed2709b80e146bebc151f1cf1dec5e323b58148535a433529155030e3a52,56,Male,0,119.11,One-Year,Fiber Optic,0.0,No,Yes
db55da3fc3098e9c42311c6013304ff36b19ef73d12ea932054b5ad51df4f49d,45,Female,7,58.07,Month-to-Month,Fiber Optic,406.49,Yes,Yes
5092c37bcbc9f0fb33cb0f9cab7aa5ae94ed0f1219773c380b143b7c1224d01b,65,Male,20,60.6,One-Year,DSL,1212.0,Yes,No
5658b88806a236b6439a7ecd0a87af2475a02a848095304c6d25981ae5e7e9a9,62,Female,73,37.1,Two-Year,Fiber Optic,2708.3,Yes,No
814bb6b8dc12188a44b71e378dc20a4292e01979aa9ab95b09b8a681391dfc9d,42,Female,37,69.85,Month-to-Month,DSL,2584.45,Yes,Yes
814fd2e8e45e9a6d3e1f6ff86867aaf2251ccd07f3eed02708fae286192c29e3,54,Male,0,53.49,Two-Year,DSL,0.0,Yes,Yes
0dfcddb0440e967f05bb68ca09a5e2188b8abc36bfb5b95b83b88be59c42c6e7,51,Male,45,60.9,Month-to-Month,DSL,2740.5,No,Yes
9be3da431e0a833d2b07781de97ebbd0b14c274d16c0597820d9982a5f547cb3,58,Male,30,105.11,Month-to-Month,Fiber Optic,3153.3,Yes,Yes
42f25adecf47629878e89e31b2073d1af009c9c76f4140a06313af5e5950eabc,35,Male,30,114.19,Month-to-Month,,3425.7,No,Yes
cbf2f7864f1c988391a9ab199627a29bd60987da067748c2812b75785d7ec151,51,Male,12,46.72,Month-to-Month,DSL,560.64,Yes,Yes
2d1007980f49215311f7f1012e84f99b801eb5daeca04dedea3ada41cc45353b,55,Female,10,63.53,Month-to-Month,DSL,635.3,Yes,Yes
fed88b40aba63cac05eadd5db0088c036005ec235c7be6fd87d656946b733332,27,Male,7,113.58,Month-to-Month,Fiber Optic,795.06,Yes,Yes
0a1f1256f9bac68e806442aa76455bb761af5414855efa23c1b3fd54477c0ba1,33,Female,1,35.56,Two-Year,DSL,35.56,Yes,Yes
98f1f17f9a73ccfe3e25940add8d9ce9bf05513104cacb84f2f1185bf5886a84,24,Female,5,38.31,Two-Year,DSL,191.55,Yes,Yes
aaf01d71b55e51b1a3051cbb3cdc0646578dcda722b2922072a81f257b1a9821,42,Female,5,44.65,One-Year,DSL,223.25,No,Yes
ea415bf50eb65ade427d8d80222df4627e28cd9a418f830bfd9b81d4149bb2ab,52,Female,13,83.57,Month-to-Month,,1086.41,No,Yes
5f2703a5211db19a9020f7443f6a440fbc95cda90b7c2d53912f5ce47d050056,60,Male,27,43.54,Month-to-Month,,1175.58,No,Yes
155d1cf609cedded2fbc27a4646de87ce7f7de2913b1e5a1bbf148a6df483e19,45,Female,12,117.13,Month-to-Month,Fiber Optic,1405.56,Yes,Yes
0ef962215cc055786d516355238a80dacc204ecf9b160d0a252190bf5c0cc370,61,Female,1,70.2,One-Year,Fiber Optic,70.2,No,Yes
18d37c950a3e810d9b9a84c72c230ca16b7cec19f7fb55c625e5441790d448ef,31,Male,63,75.14,Two-Year,Fiber Optic,4733.82,Yes,No
050a010ce24d0896056e9a36a1940738d38f469d644b3682cfcc47569739c525,27,Male,57,52.2,Month-to-Month,Fiber Optic,2975.4,Yes,Yes
e3f6959781c353c201d378e02d9da532601673e08a1706fa15a5ebbd9ea1bd36,44,Female,30,72.39,Month-to-Month,Fiber Optic,2171.7,Yes,Yes
2dfe70c43208f52b9ef4ea7e134705283947116491e81fbac05f0aedc25c5956,48,Male,94,89.57,One-Year,Fiber Optic,8419.58,No,Yes
5627b4a8f9efbd8fbdadaf4177824186f8c734f320935c88e926bc027af6c50f,44,Male,15,97.61,Month-to-Month,DSL,1464.15,Yes,Yes
6d05621ab7cb7b4fb796ca2ffbe1a141e0d4319d3deb6a05322b9de85d69b923,24,Male,65,97.85,Month-to-Month,DSL,6360.25,Yes,Yes
3538a1ef2e113da64249eea7bd068b585ec7ce5df73b2d1e319d8c9bf47eb314,44,Male,1,82.01,One-Year,Fiber Optic,82.01,No,Yes
0e12831a7047f759733b21f028525039607350b1b1b4fe904595427e72ea0d9b,31,Female,9,111.39,One-Year,,1002.51,No,Yes
75c3e223190bf1a1fa2af808d1dfcdffe33727d57eb0028b5a52ad893480eeb9,51,Female,5,103.57,Month-to-Month,Fiber Optic,517.8499999999999,Yes,Yes
c498f3fe97c0df55ee8dea01a72572059b93f42d235a5e439e9c9a1654d6d4e1,48,Female,4,98.13,Month-to-Month,,392.52,No,Yes
a4ecdd704d258aa841bb3f9a1e3b0cafc59bd88810e542f8e7a0519809d78fe7,35,Male,3,35.0,Two-Year,,105.0,No,Yes
4a30a219a9d7663fdd35c0a5df49c8d55018f13a0c53e10dd8efe8f7e4cc5d89,39,Male,19,30.62,Month-to-Month,DSL,581.78,Yes,Yes
83151157c10d85af7c84657c71c3e3603d955160f0526fce672481da83a2e090,34,Female,30,49.12,Month-to-Month,Fiber Optic,1473.6,No,Yes
caa1aedb2a6ce96b39b9fde1a49e1ebcb431b6da4586da0aef56df9b78221d60,44,Male,17,89.72,Month-to-Month,Fiber Optic,1525.24,Yes,Yes
549a2fac47d713cc00f2db498ad6b5574fb03c9293aef6c7ad50a11b394c197d,54,Male,3,67.01,Month-to-Month,,201.03000000000003,No,Yes
d83c7ee736be931d85b78a4a60881ced3ff9a31bb417804e45b1d30de40f94f2,35,Female,33,66.22,Month-to-Month,,2185.26,No,Yes
48f89b630677c2cbb70e2ba05bf7a3633294e368a45bdc2c7df9d832f9e0c941,50,Male,20,109.61,Two-Year,Fiber Optic,2192.2,Yes,Yes
f626051bc94422f26f4b774a2bca105e122df36a2f32f51bd7ee470daa620b0b,39,Female,9,110.6,Month-to-Month,DSL,995.4,Yes,Yes
b3a8e0e1f9ab1bfe3a36f231f676f78bb30a519d2b21e6c530c0eee8ebb4a5d0,37,Male,22,111.83,Month-to-Month,,2460.26,No,Yes
353767b239099863e13ca954e20a66c9d75f777baf239f56e399958de49bf79d,43,Male,6,58.25,One-Year,DSL,349.5,Yes,Yes
ad21a2b810af49a8b9241e10dfce3a016987441cc93aa72feae47dd017ddf0bb,34,Male,8,92.2,One-Year,,737.6,No,Yes
42f0bec3310ddd8a55e8d62817337ca49c55a898c14ab073d07c16dee24d73d4,39,Female,49,54.45,Two-Year,,2668.05,No,Yes
841a05fd378a2c067058585e3691c2a3f5399206fded7a580fdbbc281003168e,33,Female,6,47.15,Two-Year,Fiber Optic,282.9,Yes,Yes
de482c7ed5ca67ae135ef25bf3b13194970a2f3902318f1eda3c64af2a2eb344,64,Female,12,46.62,Month-to-Month,Fiber Optic,559.4399999999999,No,Yes
da4d43f295ce92630829272fad6d2e7237c6248e9cd9499e6382d6fa6d758e7b,45,Female,44,60.79,One-Year,Fiber Optic,2674.76,Yes,No
06de973bb45531d52cdbd483c5e50bcddaa2095f9515e03cfad490061cc9831e,38,Male,24,68.7,Month-to-Month,Fiber Optic,1648.8000000000002,No,Yes
88b54564b232405ab2165996517fece1149259cf1ea262a375db0f66039294d0,47,Female,1,104.79,Two-Year,Fiber Optic,104.79,Yes,Yes
ad3b83575249b68aab9602de378314fc221ab07a9b2ab0bb4a245ec649219f45,43,Male,3,40.79,Month-to-Month,,122.37,No,Yes
826e27285307a923759de350de081d6218a04f4cff82b20c5ddaa8c60138c066,42,Female,0,96.14,Two-Year,,0.0,No,Yes
e078af3026edb42cc26b32784baa142a79970078f7ac58f8c7b74115f4f7fb60,51,Male,19,77.83,One-Year,,1478.77,No,Yes
1e5ee5e58c8f490ae68e7e91b1575ebefc2bf6c211f302a553ff0c4925e85321,52,Female,11,55.92,Month-to-Month,DSL,615.12,Yes,Yes
c6bd343ae0007cdb979de7540f2668fe849d68ff47fa1a650a28f89104f41f1e,39,Male,2,74.35,One-Year,,148.7,No,Yes
30eec89ddd9c342ef28a87f731d6e50ba977baf12d7caa7045a9d56b0e923f03,39,Male,63,56.99,Two-Year,,3590.3700000000003,No,Yes
064c3e311ef63912b0cc91db9681ce2d301c3e76c447febf8faa303de38cc005,42,Female,15,83.65,Two-Year,DSL,1254.75,No,Yes
b6cb293891dd62748d85aa2e00eb97e267870905edefdfe53a2ea0f3da49e88d,21,Male,5,69.05,Month-to-Month,DSL,345.25,Yes,Yes
3a8f6d79cd434dc10588606993976b7b2bc038ff4a2481e857ac0168fc29a683,29,Male,13,44.8,One-Year,DSL,582.4,No,Yes
98144d79af44407273f26589afc01901b7b296deada61a4740b0d404c5043c53,58,Male,22,40.49,Month-to-Month,,890.7800000000001,No,Yes
b1585fdb272b31401eaac5dd46a936c1c09b4861e53e23f12ac72fc077b3c82c,61,Male,1,79.2,Month-to-Month,Fiber Optic,79.2,Yes,Yes
e73cb135243c08ab2c2adc333b150b9237093315f6b38e3361f07caf2bfb4d6b,42,Female,6,111.22,Month-to-Month,,667.3199999999999,No,Yes
6e82b8197ce29396936a07b1eb951c88650a2fc0fe1201a51b15b6ca8a73318a,50,Female,32,60.96,Month-to-Month,DSL,1950.72,Yes,Yes
200dd69b70a88134b3a939de5f0b10c44a1675344329b9d9a5ad6b7342f978b2,48,Female,12,95.97,Two-Year,,1151.64,No,Yes
9869a8a3a11a33284dc2bcc3d2e6ffd52cad30e2009c11dfe604e74dc21a887e,75,Female,15,89.28,Month-to-Month,DSL,1339.2,Yes,Yes
ddfe0e8d462af661f81db36589c39882dc0f2330785b5d80cd34f2f520ad618f,56,Male,11,113.84,Two-Year,Fiber Optic,1252.24,Yes,Yes
51d089cdaf0c968c94b80671489d22b6f79b1c57de80df880b008e9b37b49788,43,Female,0,103.89,Month-to-Month,Fiber Optic,0.0,No,Yes
d4679c618f1af07ee8570edd4b931e2e68e1c2d4b7d3c2f1033a9b597f85d4b0,35,Male,3,80.99,Month-to-Month,DSL,242.97,Yes,Yes
48ce32e8ec7741594c8786e445fbed501f5a735a49522314b8e24878e2544b9e,28,Male,11,89.13,Month-to-Month,,980.43,No,Yes
a42e815c58f3977fe531a80ffd4659121c3b9f876a89869042816c369ed80776,47,Female,4,110.85,Month-to-Month,DSL,443.4,Yes,Yes
5844a72aee9269a68da28cae55c706d824b02ffb92189aaacd746a0d6097f549,37,Male,1,65.96,Month-to-Month,Fiber Optic,65.96,Yes,Yes
86b700fab5db37977a73700b53a0654b21bdad0896914cc19ad70dee5f5fb3f6,30,Female,37,59.41,Month-to-Month,Fiber Optic,2198.17,Yes,Yes
9b19f9ab816598a0809e4afd5d60800f2dbef9cbb9b03ad2ce766b3c237b9059,38,Male,79,30.97,One-Year,Fiber Optic,2446.63,Yes,No
a77b6cbdf6fae1676369dea1e1ea675e4c2400c9e43bd535fdfd9395cb48cbaa,34,Female,31,104.39,Month-to-Month,DSL,3236.09,Yes,Yes
e4be97ce765e6cfcd703884cc31db7478fa7befca7cf6dc15420ba20ed718abe,61,Female,38,102.09,Month-to-Month,DSL,3879.42,No,Yes
cbd02d97b0731d88c78d30c20d90492b2d4c3f2f983931c38fef2dedc7ce48d4,53,Female,5,39.4,Month-to-Month,,197.0,No,Yes
227445a988500528d7826c6921d2e3b4a79ccf3a94cc3bcf7b667e3ae4990b36,44,Female,64,81.92,Two-Year,DSL,5242.88,No,Yes
23e8b0175874e1bb3b4799e13a6634a8eddb456c1b8675b871e07ec09abc0c07,59,Female,4,71.76,Two-Year,,287.04,No,Yes
560aa3e6e94314c78236109e209ac79e15e05ec8bf2dcb78300ae65e720edf9e,45,Male,60,40.68,Month-to-Month,,2440.8,No,Yes
d18b29d80a8bd366b77c952d9775510507c2d006eec917ab2f89ef93acc5452f,36,Female,105,118.25,Month-to-Month,DSL,12416.25,Yes,Yes
ac1270c5058af65025e5b2a3e3014cea69460e7d9f159ae667028e1b6eab433e,60,Male,24,49.32,Month-to-Month,DSL,1183.68,No,Yes
35bbce4007c5cd57a4c6dcabbdf5b347c9557ec11898111c280a788f8396e2c5,50,Female,79,36.05,Two-Year,Fiber Optic,2847.95,Yes,No
dcb5d6e69e4ded78464ae2843f509daf65c9ca09dfdc9b5ad69166341963a877,34,Female,16,83.54,Month-to-Month,,1336.64,No,Yes
f138665c5aa6600801452ebb40df70c46e73f2c51f4cb72f66b438139c5ec3f6,43,Female,6,96.5,Month-to-Month,,579.0,No,Yes
db3defda18fafc0c197740438051c690d98b551a7e449d66390d38fa2db09b77,36,Male,11,32.92,Month-to-Month,Fiber Optic,362.12,Yes,Yes
0604cd3138feed202ef293e062da2f4720f77a05d25ee036a7a01c9cfcdd1f0a,31,Male,18,89.28,Month-to-Month,,1607.04,No,Yes
1158e7e12c5e7362318e5e3c2e1f2f1ab49578ab1d1691e9818a7c3f6b30b528,54,Female,1,77.91,Month-to-Month,DSL,77.91,No,Yes
5344c4110f483793dc352c388e67776724c36b4bea3ffda6cab7c75b9c65aceb,64,Male,19,39.29,One-Year,,746.51,No,Yes
7182dd431b5c8833ed3c8a02c8615780df8dca7d83ed4166962b207f45a656b5,31,Male,79,45.53,Month-to-Month,,3596.87,No,Yes
ba689abd93c9c6a7d08b5b5c04dd27f6d69755ebe9a87fb969e73dfc11660e38,50,Male,4,81.12,One-Year,DSL,324.48,Yes,Yes
e13b778ae833ca8c5d757c58e4a85bd71e08c05caedbd096e13ec3f7b228b43a,38,Female,31,56.67,Month-to-Month,DSL,1756.77,Yes,Yes
a2075145d3cc47b2b56aeec5e9c78fe7e0055169961b6823629772c96f1f0319,40,Female,47,114.45,Month-to-Month,DSL,5379.150000000001,Yes,Yes
a435270b90e9b7091c77f478df0b8f78dddd32079b75698b8de902061f74efaf,39,Male,57,103.69,Two-Year,DSL,5910.33,Yes,Yes
ecac903ea62dc1d5446a88330af0a17ce89c7787e5aaf450113a4a426813e3cc,36,Male,64,118.52,Month-to-Month,,7585.28,No,Yes
a05198938c6ca8cd56289c6dba6bb8aaa68dfe8e0d7a37df2fb76e48eeba4244,45,Male,14,53.37,Two-Year,Fiber Optic,747.18,Yes,No
5e5c743a015ff8d81e2374d5bca1bdf8ed87ce18484fce8cf4062183dde08493,36,Female,75,117.28,One-Year,DSL,8796.0,No,Yes
2c69bc9b34fb0800a44a702e45019c107dfdc8273b9feb62c9615addc7138bde,47,Female,28,68.81,Month-to-Month,Fiber Optic,1926.68,No,Yes
94f8607915dff25f013e45fc0642fb9830b0fb25ab0ab46d477eaf1061def379,44,Male,3,61.28,Two-Year,,183.84,No,Yes
39700d452c77592c9710a4a34c6fe97d6150e26d550a5cfa553b0177d7b23e95,42,Male,12,34.53,Month-to-Month,Fiber Optic,414.36,Yes,Yes
b027feeb60b70f0d34ece10aead660113cf06408da4c6477c7b2606839475de4,35,Male,25,34.75,Two-Year,Fiber Optic,868.75,Yes,No
d4b9aead1dd10a596542d1d8211a5021b9c3e894751d019ac64b15a55b9b69ba,39,Female,5,92.28,Month-to-Month,DSL,461.4,No,Yes
4771bef2c04a34b548b77ea7581cf821152d9dea9c2c85151a07856fe3639314,52,Female,20,71.21,Two-Year,,1424.1999999999998,No,Yes
5088c1bc42f5cc6a32cdb92d7524ea06febe006baac86a0fc8986a8ee00602bc,50,Male,21,50.39,Month-to-Month,,1058.19,No,Yes
8952115444bab6de66aab97501f75fee64be3448203a91b47818e5e8943e0dfb,35,Male,3,85.26,One-Year,DSL,255.78000000000003,No,Yes
0cce0bd361c46fcde41daebc801da75e21320763dc2b1a5a62d9b28e7c3e1d10,45,Male,16,52.76,One-Year,DSL,844.16,Yes,No
0b35b06a22779418f775a804f36485f7bc978071d1709ad263a68f4f18117b11,52,Female,29,81.99,Two-Year,DSL,2377.71,Yes,No
72933e3b31f0070af6478edc3becf96e1ee59917620e8c509cf0e6b360e29c02,28,Male,13,62.33,Two-Year,DSL,810.29,Yes,No
a9346b0068335c634304afa5de1d51232a80966775613d8c1c5a0f6d231c8b1a,50,Female,0,104.12,Two-Year,Fiber Optic,0.0,No,Yes
a1e8154bd1a4c96efad1d5bd4a3ecbd73f4f39a44b14b6025cff18b31ddef7f0,38,Female,0,103.86,Two-Year,,0.0,No,Yes
388c2eafe5afd475492698c0995a2daf157eb3b3be8207391d3a023c97c8c034,50,Male,8,72.96,Month-to-Month,Fiber Optic,583.68,No,Yes
c32ffef1ae0cabc0576614cb4d2064cea5bd9c0fa13c7b8bb9fb9b4e8ba950a9,37,Male,52,61.57,Month-to-Month,,3201.64,No,Yes
f7c2599681e9284ce1c403459e22b730e997d67d16c45c4f593108e8372029a9,26,Male,5,62.63,Month-to-Month,Fiber Optic,313.15000000000003,Yes,Yes
e1bb74a7794720edf4935a8813538e8113491318168b1fa61a0ac3528e7b0440,28,Female,20,102.51,Month-to-Month,,2050.2000000000003,No,Yes
bd3a797ba948938978965781bd341bc0fc7711ed00e513b9c63a61cf3d916562,45,Female,5,59.54,Month-to-Month,,297.7,No,Yes
8920a14a7f6469b955b114111564cb9736440238d220fc9fd525efdb9a056d3e,47,Female,7,48.82,One-Year,DSL,341.74,Yes,Yes
87e29676d583c04a1682dbd5bc0d989f8311c888655ca66bc486b6f7f76d4702,35,Female,37,37.62,Month-to-Month,Fiber Optic,1391.9399999999998,No,Yes
891d46993a36d78392247c642138cede01d9841daab1d945709755b5194597c4,51,Male,26,72.0,One-Year,Fiber Optic,1872.0,Yes,No
68f10bf021d7734e071e07bbf561aa0f1bfc7974f266f71311b9177b177d39d1,28,Female,2,73.39,Month-to-Month,DSL,146.78,Yes,Yes
fb8a0d2da8683cec6cc64542f95ae11e085c72d56c744b2be5be335295976610,44,Female,11,105.68,Month-to-Month,Fiber Optic,1162.48,Yes,Yes
5ef6514ed3304cf62b950982541114ac352c52729dbf80747775a9d1a733af93,32,Male,0,49.91,One-Year,Fiber Optic,0.0,Yes,Yes
20ca98162ba780883712eb701c84e4c06f73aba78e903935a9ad799193b4627f,38,Female,13,64.29,One-Year,,835.7700000000001,No,Yes
d11501b090fb2749f2c49284394dd36fe0ac76eb1a52cb3bba260dbc119ec46e,45,Female,21,102.76,One-Year,Fiber Optic,2157.96,Yes,Yes
da6813d10025369ac0411363a16ab750adb21c6d0b38a03a9fc5ce58134da875,36,Female,2,104.13,One-Year,,208.26,No,Yes
8def3488486c17dfbc2861301b63237c3c3a05b4c23afed03d59829fba57e10c,41,Female,6,64.61,Month-to-Month,Fiber Optic,387.66,No,Yes
5109a4e14cbbfda6b4512fc17ff13814ff9427f7b602694236f2c5be4d9875af,55,Female,10,71.32,One-Year,,713.1999999999999,No,Yes
84f01dd97c687fb28a296bcc2ef1801446ea7405860595924eb2b5bb634718d1,39,Female,50,57.3,Month-to-Month,Fiber Optic,2865.0,Yes,Yes
5de664ef205f95d4a68b69b148eecb04f110ac95ef77f4e5158ae315a76ddd8a,53,Male,99,113.93,Month-to-Month,,11279.070000000002,No,Yes
2d86377d4cc3e6c85bab00dd407f8c5b657c239c6af3109de6cdf4d418aa2d89,33,Male,0,40.68,Month-to-Month,Fiber Optic,0.0,Yes,Yes
18beb4813723e788a1d79bcbf80802538ec813aa19ded2e9c21cbf08bed6bee3,50,Female,28,114.04,Month-to-Month,Fiber Optic,3193.1200000000003,Yes,Yes
d359f8b537f1888bc71fe20b3d79eae6674be7aca9b645b0279c7015f6ff19fd,59,Male,9,91.55,Month-to-Month,Fiber Optic,823.9499999999999,No,Yes
